scaffoldId	begin	end	strand	desc	old_locus_tag	new_locus_tag
NC_008313.1	422351	423427	+	gene	H16_A0403	H16_RS01980
NC_008313.1	423500	424429	+	gene	H16_A0404	H16_RS01985
NC_008313.1	424426	425361	+	gene	H16_A0405	H16_RS01990
NC_008313.1	425389	426561	-	gene	H16_A0406	H16_RS01995
NC_008313.1	426959	427297	+	gene	H16_A0407	H16_RS02000
NC_008313.1	427383	427676	-	gene	H16_A0408	H16_RS02005
NC_008313.1	428117	429121	+	gene	H16_A0409	H16_RS02010
NC_008313.1	429301	429801	+	gene	H16_A0410	H16_RS02015
NC_008313.1	429919	430119	+	pseudogene	NA	H16_RS02020
NC_008313.1	430238	430588	+	gene	H16_A0412	H16_RS02025
NC_008313.1	430612	431520	-	gene	H16_A0413	H16_RS02030
NC_008313.1	431808	432329	+	gene	H16_A0414	H16_RS02035
NC_008313.1	432332	432826	+	gene	H16_A0415	H16_RS02040
NC_008313.1	432823	433446	+	gene	H16_A0416	H16_RS02045
NC_008313.1	433443	434486	+	gene	H16_A0417	H16_RS02050
NC_008313.1	434521	435078	+	gene	H16_A0418	H16_RS02055
NC_008313.1	435119	438391	+	gene	H16_A0419	H16_RS02060
NC_008313.1	438402	439892	-	gene	H16_A0420	H16_RS02065
NC_008313.1	439904	441067	-	gene	H16_A0421	H16_RS02070
NC_008313.1	441064	442032	-	gene	H16_A0422	H16_RS02075
NC_008313.1	442029	443009	-	gene	H16_A0423	H16_RS02080
NC_008313.1	443006	443701	-	gene	H16_A0424	H16_RS02085
NC_008313.1	443885	445255	+	gene	H16_A0425	H16_RS02090
NC_008313.1	445271	446104	-	gene	H16_A0426	H16_RS02095
NC_008313.1	446122	447660	-	gene	H16_A0427	H16_RS02100
NC_008313.1	447972	448775	+	gene	H16_A0428	H16_RS02105
NC_008313.1	448789	450654	+	gene	H16_A0429	H16_RS02110
NC_008313.1	450703	452094	+	gene	H16_A0430	H16_RS02115
NC_008313.1	452130	452474	+	gene	H16_A0431	H16_RS02120
NC_008313.1	452487	453093	-	pseudogene	H16_A0432	H16_RS02125
NC_008313.1	453113	454150	-	gene	H16_A0433	H16_RS02130
NC_008313.1	454123	454680	-	gene	H16_A0434	H16_RS02135
NC_008313.1	454671	455927	-	gene	H16_A0435	H16_RS02140
NC_008313.1	455930	456826	-	gene	H16_A0436	H16_RS02145
NC_008313.1	456922	457722	-	gene	H16_A0437	H16_RS02150
NC_008313.1	457750	460125	-	gene	H16_A0438	H16_RS02155
NC_008313.1	460138	460626	-	gene	H16_A0439	H16_RS02160
NC_008313.1	460973	461551	+	gene	H16_A0440	H16_RS02165
NC_008313.1	461732	465706	+	gene	H16_A0441	H16_RS02170
NC_008313.1	465716	466153	+	gene	H16_A0442	H16_RS02175
NC_008313.1	466277	468142	+	gene	H16_A0443	H16_RS02180
NC_008313.1	468215	468637	+	gene	H16_A0444	H16_RS02185
NC_008313.1	468672	469403	+	gene	H16_A0445	H16_RS02190
NC_008313.1	469467	470456	+	gene	H16_A0446	H16_RS02195
NC_008313.1	470587	471276	+	gene	H16_A0447	H16_RS02200
NC_008313.1	471344	472921	+	gene	H16_A0448	H16_RS02205
NC_008313.1	472954	473574	+	gene	H16_A0449	H16_RS02210
NC_008313.1	473868	475304	+	gene	H16_A0450	H16_RS02215
NC_008313.1	475469	475813	+	gene	H16_A0451	H16_RS02220
NC_008313.1	475828	476541	+	gene	H16_A0452	H16_RS02225
NC_008313.1	476608	478416	+	gene	H16_A0453	H16_RS02230
NC_008313.1	478629	479540	+	gene	H16_A0454	H16_RS02235
NC_008313.1	479639	480127	+	gene	H16_A0455	H16_RS02240
NC_008313.1	480124	480906	+	gene	H16_A0456	H16_RS02245
NC_008313.1	480909	481424	-	gene	H16_A0457	H16_RS02250
NC_008313.1	481517	482860	+	gene	H16_A0458	H16_RS02255
NC_008313.1	482854	483129	-	gene	NA	H16_RS02260
NC_008313.1	483222	483812	+	gene	H16_A0459	H16_RS02265
NC_008313.1	483889	485676	+	gene	H16_A0460	H16_RS02270
NC_008313.1	485753	488176	+	gene	H16_A0461	H16_RS02275
NC_008313.1	488198	489397	+	gene	H16_A0462	H16_RS02280
NC_008313.1	489515	490471	+	gene	H16_A0463	H16_RS02285
NC_008313.1	490503	491279	+	gene	H16_A0464	H16_RS02290
NC_008313.1	491370	491774	-	gene	H16_A0465	H16_RS02295
NC_008313.1	491883	493781	+	gene	H16_A0466	H16_RS02300
NC_008313.1	494112	495128	+	gene	H16_A0467	H16_RS02305
NC_008313.1	495125	495979	+	gene	H16_A0468	H16_RS02310
NC_008313.1	495992	496765	+	gene	H16_A0469	H16_RS02315
NC_008313.1	496821	497804	+	gene	H16_A0470	H16_RS02320
NC_008313.1	497908	499215	+	gene	H16_A0471	H16_RS02325
NC_008313.1	499482	500381	+	gene	H16_A0472	H16_RS02330
NC_008313.1	500445	501173	+	gene	H16_A0473	H16_RS02335
NC_008313.1	501183	501866	+	gene	H16_A0474	H16_RS02340
NC_008313.1	501863	502597	+	gene	H16_A0475	H16_RS02345
NC_008313.1	502659	503489	-	gene	H16_A0476	H16_RS02350
NC_008313.1	503628	504701	+	gene	H16_A0477	H16_RS02355
NC_008313.1	504698	506005	+	gene	H16_A0478	H16_RS02360
NC_008313.1	506050	507084	+	gene	H16_A0479	H16_RS02365
NC_008313.1	507105	507932	+	gene	H16_A0480	H16_RS02370
NC_008313.1	507967	508307	+	gene	NA	H16_RS33735
NC_008313.1	507967	508307	+	RNase_P_RNA	NA	H16_RS33735
NC_008313.1	507967	508307	+	exon	NA	H16_RS33735
NC_008313.1	508362	508784	-	gene	H16_A0481	H16_RS02375
NC_008313.1	509507	509935	+	gene	H16_A0482	H16_RS02380
NC_008313.1	509948	510340	+	gene	H16_A0483	H16_RS02385
NC_008313.1	510596	511084	+	gene	H16_A0484	H16_RS02390
NC_008313.1	511186	511554	+	gene	H16_A0485	H16_RS02395
NC_008313.1	511614	512411	-	gene	H16_A0486	H16_RS02400
NC_008313.1	512502	513407	+	gene	H16_A0487	H16_RS02405
NC_008313.1	513404	514522	-	gene	H16_A0488	H16_RS02410
NC_008313.1	514546	515937	-	gene	H16_A0489	H16_RS02415
NC_008313.1	516183	517424	+	gene	H16_A0490	H16_RS02420
NC_008313.1	517435	517896	+	gene	H16_A0491	H16_RS02425
NC_008313.1	517948	518595	+	gene	H16_A0492	H16_RS02430
NC_008313.1	518660	519334	+	gene	H16_A0493	H16_RS02435
NC_008313.1	519337	520062	-	gene	H16_A0494	H16_RS02440
NC_008313.1	520230	520814	-	gene	H16_A0495	H16_RS02445
NC_008313.1	520859	521452	-	gene	H16_A0496	H16_RS02450
NC_008313.1	521655	522713	-	gene	H16_A0497	H16_RS02455
NC_008313.1	522772	523353	-	gene	H16_A0498	H16_RS02460
NC_008313.1	523432	524589	-	gene	H16_A0499	H16_RS02465
NC_008313.1	524745	525290	-	gene	H16_A0500	H16_RS02470
NC_008313.1	525438	527012	-	gene	H16_A0501	H16_RS02475
NC_008313.1	527035	527268	-	gene	H16_A0502	H16_RS02480
NC_008313.1	527265	528326	-	gene	H16_A0503	H16_RS02485
NC_008313.1	528614	529852	-	gene	H16_A0504	H16_RS02490
NC_008313.1	529833	530312	-	gene	H16_A0505	H16_RS02495
NC_008313.1	530309	531712	-	gene	H16_A0506	H16_RS02500
NC_008313.1	531819	532562	-	gene	H16_A0507	H16_RS02505
NC_008313.1	532562	532885	-	gene	H16_A0508	H16_RS02510
NC_008313.1	532882	533685	-	gene	H16_A0509	H16_RS02515
NC_008313.1	533690	534724	-	gene	H16_A0510	H16_RS02520
NC_008313.1	534941	537382	+	gene	H16_A0511	H16_RS02525
NC_008313.1	537392	538867	+	gene	H16_A0512	H16_RS02530
NC_008313.1	538897	540000	+	gene	H16_A0513	H16_RS02535
NC_008313.1	540018	540860	+	gene	H16_A0514	H16_RS02540
NC_008313.1	540917	541951	+	gene	H16_A0515	H16_RS02545
NC_008313.1	542004	542909	-	gene	H16_A0516	H16_RS02550
NC_008313.1	542922	543329	-	gene	H16_A0517	H16_RS02555
NC_008313.1	543413	544273	-	gene	H16_A0518	H16_RS02560
NC_008313.1	544270	545034	-	gene	H16_A0519	H16_RS02565
NC_008313.1	545076	545663	-	gene	H16_A0520	H16_RS02570
NC_008313.1	545685	547808	-	gene	H16_A0521	H16_RS02575
NC_008313.1	547845	548474	-	gene	H16_A0522	H16_RS02580
NC_008313.1	548471	549418	-	gene	H16_A0523	H16_RS02585
NC_008313.1	550010	551620	-	gene	H16_A0524	H16_RS02590
NC_008313.1	551617	552504	-	gene	H16_A0525	H16_RS02595
NC_008313.1	552649	553395	-	gene	H16_A0526	H16_RS02600
NC_008313.1	553396	554394	-	gene	H16_A0527	H16_RS02605
NC_008313.1	554428	555780	-	gene	H16_A0528	H16_RS02610
NC_008313.1	555870	556271	-	gene	H16_A0529	H16_RS02615
NC_008313.1	556385	558070	-	gene	H16_A0530	H16_RS02620
NC_008313.1	558370	559932	+	gene	H16_A0531	H16_RS02625
NC_008313.1	559951	560997	+	gene	H16_A0532	H16_RS02630
NC_008313.1	561044	561484	-	gene	H16_A0533	H16_RS02635
NC_008313.1	561836	562903	+	gene	H16_A0534	H16_RS02640
NC_008313.1	563008	563277	+	pseudogene	H16_A0535	H16_RS02645
NC_008313.1	563439	564065	+	gene	H16_A0536	H16_RS02650
NC_008313.1	564150	565742	+	gene	H16_A0537	H16_RS02655
NC_008313.1	565773	566360	+	gene	H16_A0538	H16_RS02660
NC_008313.1	566469	566545	-	gene	H16_A0539	H16_RS02665
NC_008313.1	566469	566545	-	tRNA	NA	H16_RS02665
NC_008313.1	566469	566545	-	exon	NA	H16_RS02665
NC_008313.1	566679	568376	-	gene	H16_A0540	H16_RS02670
NC_008313.1	568620	568955	-	gene	H16_A0541	H16_RS02675
NC_008313.1	568952	570508	-	gene	H16_A0542	H16_RS02680
NC_008313.1	570559	571248	-	gene	H16_A0543	H16_RS02685
NC_008313.1	571475	572539	+	gene	H16_A0544	H16_RS02690
NC_008313.1	572641	573117	+	gene	H16_A0545	H16_RS02695
NC_008313.1	573261	573956	+	gene	H16_A0546	H16_RS02700
NC_008313.1	574046	575212	+	gene	H16_A0547	H16_RS02705
NC_008313.1	575312	576193	+	gene	H16_A0548	H16_RS02710
NC_008313.1	576429	577124	+	gene	H16_A0549	H16_RS02715
NC_008313.1	577442	577936	+	gene	H16_A0550	H16_RS02720
NC_008313.1	578029	579828	+	gene	H16_A0551	H16_RS02725
NC_008313.1	579830	580345	-	gene	H16_A0552	H16_RS02730
NC_008313.1	580360	580794	-	gene	H16_A0553	H16_RS02735
NC_008313.1	581024	581503	-	gene	H16_A0554	H16_RS02740
NC_008313.1	581601	583438	+	pseudogene	H16_A0555	H16_RS02745
NC_008313.1	583448	584038	-	gene	H16_A0556	H16_RS02750
NC_008313.1	584079	585173	-	gene	H16_A0557	H16_RS02755
NC_008313.1	585220	585660	-	gene	H16_A0558	H16_RS02760
NC_008313.1	585692	586714	-	gene	H16_A0559	H16_RS02765
NC_008313.1	586833	587027	-	gene	H16_A0560	H16_RS02770
NC_008313.1	587125	588045	-	gene	H16_A0561	H16_RS02775
NC_008313.1	588218	591232	+	gene	H16_A0562	H16_RS02780
NC_008313.1	591414	592433	+	gene	H16_A0563	H16_RS02785
NC_008313.1	592450	593592	-	gene	H16_A0564	H16_RS02790
NC_008313.1	593693	594799	-	gene	H16_A0565	H16_RS02795
NC_008313.1	595182	596378	+	gene	H16_A0566	H16_RS02800
NC_008313.1	596433	597869	+	gene	H16_A0567	H16_RS02805
NC_008313.1	597920	598984	+	gene	H16_A0568	H16_RS02810
NC_008313.1	599089	599997	+	gene	H16_A0569	H16_RS02815
NC_008313.1	600157	600654	+	gene	H16_A0570	H16_RS02820
NC_008313.1	600697	601941	+	gene	H16_A0571	H16_RS02825
NC_008313.1	601964	602953	+	gene	H16_A0572	H16_RS02830
NC_008313.1	603156	603482	-	gene	H16_A0573	H16_RS02835
NC_008313.1	603479	604306	-	gene	H16_A0574	H16_RS02840
NC_008313.1	604496	606097	-	gene	H16_A0575	H16_RS02845
NC_008313.1	606146	606733	-	gene	H16_A0576	H16_RS02850
NC_008313.1	606730	607914	-	gene	H16_A0577	H16_RS02855
NC_008313.1	607933	609186	-	gene	H16_A0578	H16_RS02860
NC_008313.1	609343	609795	-	gene	H16_A0579	H16_RS02865
NC_008313.1	609907	610812	+	gene	H16_A0580	H16_RS02870
NC_008313.1	610799	612277	-	gene	H16_A0581	H16_RS02875
NC_008313.1	612295	615594	-	gene	H16_A0582	H16_RS02880
NC_008313.1	615597	618719	-	gene	H16_A0583	H16_RS02885
NC_008313.1	618729	620180	-	gene	H16_A0584	H16_RS02890
NC_008313.1	620519	621262	+	gene	H16_A0586	H16_RS02895
NC_008313.1	621315	622586	+	gene	H16_A0587	H16_RS02900
NC_008313.1	622616	623224	-	gene	H16_A0588	H16_RS02905
NC_008313.1	623335	623826	-	gene	H16_A0589	H16_RS02910
NC_008313.1	623850	624788	-	gene	H16_A0590	H16_RS02915
NC_008313.1	624785	625264	-	gene	H16_A0591	H16_RS02920
NC_008313.1	625371	626339	-	gene	H16_A0592	H16_RS02925
NC_008313.1	626443	627138	-	gene	H16_A0593	H16_RS02930
NC_008313.1	627302	628195	+	gene	H16_A0594	H16_RS02935
NC_008313.1	628192	629397	-	gene	H16_A0595	H16_RS02940
NC_008313.1	629414	629926	+	gene	H16_A0596	H16_RS02945
NC_008313.1	629920	631422	+	gene	H16_A0597	H16_RS02950
NC_008313.1	631479	632504	-	gene	H16_A0598	H16_RS02955
NC_008313.1	632608	633525	+	gene	H16_A0599	H16_RS02960
NC_008313.1	633541	634320	-	gene	H16_A0600	H16_RS02965
NC_008313.1	634476	635288	+	gene	H16_A0601	H16_RS02970
NC_008313.1	635307	636065	-	gene	H16_A0602	H16_RS02975
NC_008313.1	636282	636947	-	gene	H16_A0603	H16_RS02980
NC_008313.1	637329	638138	-	gene	H16_A0604	H16_RS02985
NC_008313.1	638148	638354	-	gene	H16_A0605	H16_RS02990
NC_008313.1	638335	639438	-	gene	H16_A0606	H16_RS02995
NC_008313.1	639589	640020	-	gene	H16_A0607	H16_RS03000
NC_008313.1	640042	640662	-	gene	H16_A0608	H16_RS03005
NC_008313.1	641690	643120	+	gene	H16_A0609	H16_RS03010
NC_008313.1	643332	643913	+	gene	H16_A0610	H16_RS03015
NC_008313.1	644100	647201	-	gene	H16_A0611	H16_RS03020
NC_008313.1	647198	648385	-	gene	H16_A0612	H16_RS03025
NC_008313.1	648489	649106	-	gene	H16_A0613	H16_RS03030
NC_008313.1	649208	650716	+	gene	H16_A0614	H16_RS03035
NC_008313.1	651368	652153	+	gene	H16_A0615	H16_RS03040
NC_008313.1	652469	653050	-	gene	H16_A0616	H16_RS03045
NC_008313.1	653092	654390	-	gene	H16_A0617	H16_RS03050
NC_008313.1	654777	654941	-	pseudogene	NA	H16_RS35435
NC_008313.1	655092	656147	+	gene	H16_A0618	H16_RS03055
NC_008313.1	656464	657090	+	gene	H16_A0619	H16_RS03060
NC_008313.1	657099	657449	+	pseudogene	H16_A0620	H16_RS03065
NC_008313.1	657932	659026	+	gene	H16_A0621	H16_RS03070
NC_008313.1	659073	660053	+	gene	H16_A0622	H16_RS03075
NC_008313.1	660113	661822	+	gene	H16_A0623	H16_RS03080
NC_008313.1	661859	662251	+	gene	H16_A0624	H16_RS03085
NC_008313.1	662307	663398	+	gene	H16_A0625	H16_RS03090
NC_008313.1	663745	666252	+	gene	H16_A0626	H16_RS03095
NC_008313.1	666242	668068	+	gene	H16_A0627	H16_RS03100
NC_008313.1	668065	669276	+	gene	H16_A0628	H16_RS03105
NC_008313.1	669446	669784	+	gene	H16_A0629	H16_RS03110
NC_008313.1	669840	670781	-	gene	H16_A0630	H16_RS03115
NC_008313.1	670864	671877	-	gene	H16_A0631	H16_RS03120
NC_008313.1	672103	673044	+	gene	H16_A0632	H16_RS03125
NC_008313.1	673308	674228	-	gene	H16_A0633	H16_RS03130
NC_008313.1	674623	675177	-	gene	H16_A0634	H16_RS03135
NC_008313.1	675392	676003	-	gene	H16_A0635	H16_RS03140
NC_008313.1	676035	676685	-	gene	H16_A0636	H16_RS03145
NC_008313.1	677019	677486	+	gene	H16_A0637	H16_RS03150
NC_008313.1	677621	677950	+	gene	H16_A0638	H16_RS03155
NC_008313.1	677947	679041	-	gene	H16_A0639	H16_RS03160
NC_008313.1	679192	679722	+	gene	H16_A0640	H16_RS03165
NC_008313.1	679719	681281	+	gene	H16_A0641	H16_RS03170
NC_008313.1	681317	684196	+	gene	H16_A0642	H16_RS03175
NC_008313.1	684224	685078	+	gene	H16_A0643	H16_RS03180
NC_008313.1	685075	685299	+	gene	H16_A0644	H16_RS03185
NC_008313.1	685318	686364	-	gene	H16_A0645	H16_RS03190
NC_008313.1	686367	687407	-	gene	H16_A0646	H16_RS03195
NC_008313.1	687410	689290	-	gene	H16_A0647	H16_RS03200
NC_008313.1	689295	689816	-	gene	H16_A0648	H16_RS03205
NC_008313.1	689809	690645	-	gene	H16_A0649	H16_RS03210
NC_008313.1	690635	691282	-	gene	H16_A0650	H16_RS03215
NC_008313.1	691692	694406	+	gene	H16_A0651	H16_RS03220
NC_008313.1	694446	694979	+	gene	H16_A0652	H16_RS03225
NC_008313.1	695029	696522	+	gene	H16_A0653	H16_RS03230
NC_008313.1	696651	697136	+	gene	H16_A0654	H16_RS03235
NC_008313.1	697450	698544	+	gene	H16_A0655	H16_RS03240
NC_008313.1	698568	701162	+	gene	H16_A0656	H16_RS03245
NC_008313.1	701196	703544	+	gene	H16_A0657	H16_RS03250
NC_008313.1	703636	705096	+	gene	H16_A0658	H16_RS03255
NC_008313.1	705112	706671	+	gene	H16_A0659	H16_RS03260
NC_008313.1	706817	707077	+	gene	NA	H16_RS33995
NC_008313.1	707074	707613	+	gene	H16_A0660	H16_RS03270
NC_008313.1	707618	708961	+	gene	H16_A0661	H16_RS03275
NC_008313.1	708991	710235	+	gene	H16_A0662	H16_RS03280
NC_008313.1	710248	714069	+	gene	H16_A0663	H16_RS03285
NC_008313.1	714828	715523	-	gene	H16_A0665	H16_RS03290
NC_008313.1	715582	716631	-	gene	H16_A0666	H16_RS03295
NC_008313.1	716645	718186	-	gene	H16_A0667	H16_RS03300
NC_008313.1	718621	718866	+	gene	H16_A0668	H16_RS03305
NC_008313.1	718917	719738	+	gene	H16_A0669	H16_RS03310
NC_008313.1	719740	720975	-	gene	H16_A0670	H16_RS03315
NC_008313.1	721023	721215	-	pseudogene	NA	H16_RS34005
NC_008313.1	721496	723781	+	gene	H16_A0671	H16_RS03320
NC_008313.1	723866	724660	+	gene	H16_A0672	H16_RS03325
NC_008313.1	724768	725355	+	gene	H16_A0673	H16_RS03330
NC_008313.1	725374	725913	+	gene	H16_A0674	H16_RS03335
NC_008313.1	725883	726605	-	gene	H16_A0675	H16_RS03340
NC_008313.1	726619	727329	-	gene	H16_A0676	H16_RS03345
NC_008313.1	727348	728121	-	gene	H16_A0677	H16_RS03350
NC_008313.1	728333	728527	-	gene	H16_A0678	H16_RS03355
NC_008313.1	728599	729540	-	gene	H16_A0679	H16_RS03360
NC_008313.1	729593	730279	+	gene	H16_A0680	H16_RS03365
NC_008313.1	730276	730881	-	gene	H16_A0681	H16_RS03370
NC_008313.1	730878	732533	-	gene	H16_A0682	H16_RS03375
NC_008313.1	732520	733272	-	gene	H16_A0683	H16_RS03380
NC_008313.1	733269	733958	-	gene	H16_A0684	H16_RS03385
NC_008313.1	733958	735115	-	gene	H16_A0685	H16_RS03390
NC_008313.1	735699	736838	-	gene	H16_A0686	H16_RS03395
NC_008313.1	737018	737437	-	gene	H16_A0687	H16_RS03400
NC_008313.1	737601	738479	+	gene	H16_A0688	H16_RS03405
NC_008313.1	738515	739600	+	gene	H16_A0689	H16_RS03410
NC_008313.1	739647	740243	-	gene	H16_A0690	H16_RS03415
NC_008313.1	740724	742043	-	gene	H16_A0691	H16_RS03420
NC_008313.1	742033	743982	-	gene	H16_A0692	H16_RS03425
NC_008313.1	744148	745458	-	gene	H16_A0693	H16_RS03430
NC_008313.1	746065	747363	-	gene	H16_A0694	H16_RS03435
NC_008313.1	747446	749143	-	gene	H16_A0695	H16_RS03440
NC_008313.1	749344	752742	-	gene	H16_A0696	H16_RS03445
NC_008313.1	753084	753482	+	gene	H16_A0697	H16_RS03450
NC_008313.1	753582	754469	+	gene	H16_A0698	H16_RS03455
NC_008313.1	754479	755567	-	gene	H16_A0699	H16_RS03460
NC_008313.1	755899	756363	+	gene	H16_A0700	H16_RS03465
NC_008313.1	756380	758638	+	gene	H16_A0701	H16_RS03470
NC_008313.1	758895	759182	+	gene	H16_A0702	H16_RS03475
NC_008313.1	759202	760743	-	gene	H16_A0703	H16_RS03480
NC_008313.1	760923	761342	-	gene	H16_A0704	H16_RS03485
NC_008313.1	761741	762031	+	gene	H16_A0705	H16_RS03490
NC_008313.1	762078	763721	+	gene	H16_A0706	H16_RS03495
NC_008313.1	764103	765062	+	gene	H16_A0707	H16_RS33600
NC_008313.1	765104	765889	-	gene	H16_A0708	H16_RS03505
NC_008313.1	766100	767074	-	gene	H16_A0709	H16_RS03510
NC_008313.1	767155	768132	-	gene	H16_A0710	H16_RS03515
NC_008313.1	768178	769548	-	gene	H16_A0711	H16_RS03520
NC_008313.1	769610	770803	-	gene	H16_A0712	H16_RS03525
NC_008313.1	770827	771285	-	gene	H16_A0713	H16_RS03530
NC_008313.1	771282	771791	-	gene	H16_A0714	H16_RS03535
NC_008313.1	771801	773054	-	gene	H16_A0715	H16_RS03540
NC_008313.1	773079	773414	-	gene	H16_A0716	H16_RS03545
NC_008313.1	773449	775305	-	gene	H16_A0717	H16_RS03550
NC_008313.1	775369	776211	-	gene	H16_A0718	H16_RS03555
NC_008313.1	776256	777674	-	gene	H16_A0719	H16_RS03560
NC_008313.1	777761	778294	-	gene	H16_A0720	H16_RS03565
NC_008313.1	778350	778523	-	gene	H16_A0721	H16_RS03570
NC_008313.1	778616	778804	-	gene	H16_A0722	H16_RS03575
NC_008313.1	780181	781650	-	gene	H16_A0723	H16_RS03580
NC_008313.1	782243	783577	+	gene	H16_A0724	H16_RS03585
NC_008313.1	783644	784666	+	gene	H16_A0725	H16_RS03590
NC_008313.1	784697	785086	-	gene	H16_A0726	H16_RS03595
NC_008313.1	785083	785817	-	gene	H16_A0727	H16_RS03600
NC_008313.1	785844	787220	-	gene	H16_A0728	H16_RS03605
NC_008313.1	788512	789486	-	gene	H16_A0729	H16_RS03610
NC_008313.1	789568	790857	+	gene	H16_A0730	H16_RS03615
NC_008313.1	790867	791370	-	gene	H16_A0731	H16_RS03620
NC_008313.1	791391	792251	-	gene	H16_A0732	H16_RS03625
NC_008313.1	792265	792891	-	gene	H16_A0733	H16_RS03630
NC_008313.1	792992	794284	-	gene	H16_A0734	H16_RS03635
NC_008313.1	794525	794695	+	gene	H16_A0735	H16_RS03640
NC_008313.1	795025	795516	+	gene	H16_A0736	H16_RS03645
NC_008313.1	795560	795931	+	gene	H16_A0737	H16_RS03650
NC_008313.1	795987	796547	+	gene	H16_A0738	H16_RS03655
NC_008313.1	796667	798880	+	gene	H16_A0739	H16_RS03660
NC_008313.1	799026	804851	+	gene	H16_A0740	H16_RS03665
NC_008313.1	805021	805794	-	gene	H16_A0741	H16_RS03670
NC_008313.1	806044	807351	-	gene	H16_A0742	H16_RS03675
NC_008313.1	807433	808191	-	gene	H16_A0743	H16_RS03680
NC_008313.1	808252	808494	-	gene	H16_A0744	H16_RS03685
NC_008313.1	808487	809923	-	gene	H16_A0745	H16_RS03690
NC_008313.1	810125	810652	+	gene	H16_A0746	H16_RS03695
NC_008313.1	810778	811350	+	gene	H16_A0747	H16_RS03700
NC_008313.1	811367	812620	-	gene	H16_A0748	H16_RS03705
NC_008313.1	812800	814848	+	gene	H16_A0749	H16_RS03710
NC_008313.1	815097	815435	+	gene	H16_A0750	H16_RS03715
NC_008313.1	815498	816139	-	gene	H16_A0751	H16_RS03720
NC_008313.1	816153	816827	-	gene	H16_A0752	H16_RS03725
NC_008313.1	816939	817904	-	gene	H16_A0753	H16_RS03730
NC_008313.1	818139	820478	+	gene	H16_A0754	H16_RS03735
NC_008313.1	820518	820718	-	gene	NA	H16_RS03740
NC_008313.1	820918	821553	+	gene	H16_A0755	H16_RS03745
NC_008313.1	821562	821999	+	gene	H16_A0756	H16_RS03750
NC_008313.1	822016	823116	-	gene	H16_A0757	H16_RS03755
NC_008313.1	823373	823699	+	gene	H16_A0758	H16_RS03760
NC_008313.1	823921	824958	+	gene	H16_A0759	H16_RS03765
NC_008313.1	824993	825664	-	gene	H16_A0760	H16_RS03770
NC_008313.1	825773	827416	-	gene	H16_A0761	H16_RS03775
NC_008313.1	827538	828671	+	gene	H16_A0762	H16_RS03780
NC_008313.1	828741	830108	+	gene	H16_A0763	H16_RS03785
NC_008313.1	830233	831537	+	gene	H16_A0764	H16_RS03790
NC_008313.1	831628	831717	+	gene	H16_A0765	H16_RS03795
NC_008313.1	831628	831717	+	tRNA	NA	H16_RS03795
NC_008313.1	831628	831717	+	exon	NA	H16_RS03795
NC_008313.1	831892	832821	+	gene	H16_A0766	H16_RS03800
NC_008313.1	832814	833944	+	gene	H16_A0767	H16_RS34010
NC_008313.1	833826	835145	-	gene	H16_A0768	H16_RS03805
NC_008313.1	835228	836208	-	gene	H16_A0769	H16_RS03810
NC_008313.1	836335	837618	+	gene	H16_A0770	H16_RS03815
NC_008313.1	837740	838651	+	gene	H16_A0771	H16_RS03820
NC_008313.1	838852	839673	+	gene	H16_A0772	H16_RS03825
NC_008313.1	839783	840442	+	gene	H16_A0773	H16_RS03830
NC_008313.1	840503	843073	-	gene	H16_A0774	H16_RS03835
NC_008313.1	843120	845753	-	gene	H16_A0775	H16_RS03840
NC_008313.1	845994	848285	+	gene	H16_A0776	H16_RS03845
NC_008313.1	848275	848769	+	gene	H16_A0777	H16_RS03850
NC_008313.1	848834	849235	-	gene	H16_A0778	H16_RS03855
NC_008313.1	849300	850181	-	gene	H16_A0779	H16_RS03860
NC_008313.1	850726	851793	+	gene	H16_A0780	H16_RS03865
NC_008313.1	851790	852440	+	gene	H16_A0781	H16_RS03870
NC_008313.1	852576	853844	+	gene	H16_A0782	H16_RS03875
NC_008313.1	853882	854418	+	gene	H16_A0783	H16_RS03880
NC_008313.1	854533	856254	+	gene	H16_A0784	H16_RS03885
NC_008313.1	856470	856691	-	gene	H16_A0785	H16_RS03890
NC_008313.1	856854	857039	+	gene	NA	H16_RS34940
NC_008313.1	857004	857362	-	gene	NA	H16_RS33880
NC_008313.1	857004	857362	-	tmRNA	NA	H16_RS33880
NC_008313.1	857004	857362	-	exon	NA	H16_RS33880
NC_008313.1	857446	858120	-	gene	H16_A0786	H16_RS03895
NC_008313.1	858117	858875	-	gene	H16_A0787	H16_RS03900
NC_008313.1	859001	859654	-	gene	H16_A0788	H16_RS03905
NC_008313.1	860088	862754	+	gene	H16_A0789	H16_RS03910
NC_008313.1	862849	863412	+	gene	H16_A0790	H16_RS03915
NC_008313.1	863572	864729	+	gene	H16_A0791	H16_RS03920
NC_008313.1	864838	865998	+	gene	H16_A0792	H16_RS03925
NC_008313.1	866027	867154	+	gene	H16_A0793	H16_RS03930
NC_008313.1	867263	868159	+	gene	H16_A0794	H16_RS03935
NC_008313.1	868201	869505	+	gene	H16_A0795	H16_RS03940
NC_008313.1	869502	869738	-	gene	H16_A0796	H16_RS03945
NC_008313.1	869865	870533	+	gene	H16_A0797	H16_RS03950
NC_008313.1	870700	872394	+	gene	H16_A0798	H16_RS03955
NC_008313.1	872425	872847	+	gene	H16_A0799	H16_RS03960
